,input_accessionID,database_accessionID,qstart,qend,nident,input_length,totident
37,NC_027365.1,"MH036942.1_Cervid_alphaherpesvirus_1_Cervid_alphaherpesvirus_1_strain_Anlier,_complete_genome",43239,43443,145,58076,605
38,NC_027365.1,"MH036942.1_Cervid_alphaherpesvirus_1_Cervid_alphaherpesvirus_1_strain_Anlier,_complete_genome",5009,5066,48,58076,605
39,NC_027365.1,"MH036942.1_Cervid_alphaherpesvirus_1_Cervid_alphaherpesvirus_1_strain_Anlier,_complete_genome",48434,48471,35,58076,605
40,NC_027365.1,"MH036942.1_Cervid_alphaherpesvirus_1_Cervid_alphaherpesvirus_1_strain_Anlier,_complete_genome",6761,6830,53,58076,605
41,NC_027365.1,"MH036942.1_Cervid_alphaherpesvirus_1_Cervid_alphaherpesvirus_1_strain_Anlier,_complete_genome",24927,25013,65,58076,605
42,NC_027365.1,"MH036942.1_Cervid_alphaherpesvirus_1_Cervid_alphaherpesvirus_1_strain_Anlier,_complete_genome",56786,56817,30,58076,605
43,NC_027365.1,"MH036942.1_Cervid_alphaherpesvirus_1_Cervid_alphaherpesvirus_1_strain_Anlier,_complete_genome",32621,32703,64,58076,605
44,NC_027365.1,"MH036942.1_Cervid_alphaherpesvirus_1_Cervid_alphaherpesvirus_1_strain_Anlier,_complete_genome",4329,4375,39,58076,605
45,NC_027365.1,"MH036942.1_Cervid_alphaherpesvirus_1_Cervid_alphaherpesvirus_1_strain_Anlier,_complete_genome",54625,54664,33,58076,605
46,NC_027365.1,"MH036942.1_Cervid_alphaherpesvirus_1_Cervid_alphaherpesvirus_1_strain_Anlier,_complete_genome",11047,11090,37,58076,605
47,NC_027365.1,"MH036942.1_Cervid_alphaherpesvirus_1_Cervid_alphaherpesvirus_1_strain_Anlier,_complete_genome",17097,17167,56,58076,605
48,NC_027365.1,"MH036943.1_Cervid_alphaherpesvirus_2_Cervid_alphaherpesvirus_2_strain_Norway,_complete_genome",28758,28798,36,58076,471
49,NC_027365.1,"MH036943.1_Cervid_alphaherpesvirus_2_Cervid_alphaherpesvirus_2_strain_Norway,_complete_genome",4329,4375,40,58076,471
50,NC_027365.1,"MH036943.1_Cervid_alphaherpesvirus_2_Cervid_alphaherpesvirus_2_strain_Norway,_complete_genome",37327,37360,30,58076,471
51,NC_027365.1,"MH036943.1_Cervid_alphaherpesvirus_2_Cervid_alphaherpesvirus_2_strain_Norway,_complete_genome",5010,5055,38,58076,471
52,NC_027365.1,"MH036943.1_Cervid_alphaherpesvirus_2_Cervid_alphaherpesvirus_2_strain_Norway,_complete_genome",49846,49898,42,58076,471
53,NC_027365.1,"MH036943.1_Cervid_alphaherpesvirus_2_Cervid_alphaherpesvirus_2_strain_Norway,_complete_genome",7032,7090,49,58076,471
54,NC_027365.1,"MH036943.1_Cervid_alphaherpesvirus_2_Cervid_alphaherpesvirus_2_strain_Norway,_complete_genome",6634,6661,26,58076,471
55,NC_027365.1,"MH036943.1_Cervid_alphaherpesvirus_2_Cervid_alphaherpesvirus_2_strain_Norway,_complete_genome",49464,49508,37,58076,471
56,NC_027365.1,"MH036943.1_Cervid_alphaherpesvirus_2_Cervid_alphaherpesvirus_2_strain_Norway,_complete_genome",52927,52957,29,58076,471
57,NC_027365.1,"MH036943.1_Cervid_alphaherpesvirus_2_Cervid_alphaherpesvirus_2_strain_Norway,_complete_genome",14977,15015,35,58076,471
58,NC_027365.1,"MH036943.1_Cervid_alphaherpesvirus_2_Cervid_alphaherpesvirus_2_strain_Norway,_complete_genome",52809,52861,42,58076,471
59,NC_027365.1,"MH036943.1_Cervid_alphaherpesvirus_2_Cervid_alphaherpesvirus_2_strain_Norway,_complete_genome",57955,57986,28,58076,471
60,NC_027365.1,"MH036943.1_Cervid_alphaherpesvirus_2_Cervid_alphaherpesvirus_2_strain_Norway,_complete_genome",52431,52478,39,58076,471
61,NC_027365.1,"NC_001798.2_Human_alphaherpesvirus_2_Human_herpesvirus_2_strain_HG52,_complete_genome",49567,49606,33,58076,79
62,NC_027365.1,"NC_001798.2_Human_alphaherpesvirus_2_Human_herpesvirus_2_strain_HG52,_complete_genome",52460,52517,46,58076,79
63,NC_027365.1,"NC_001806.2_Human_alphaherpesvirus_1_Human_herpesvirus_1_strain_17,_complete_genome",473,545,60,58076,119
64,NC_027365.1,"NC_001806.2_Human_alphaherpesvirus_1_Human_herpesvirus_1_strain_17,_complete_genome",8645,8677,29,58076,119
65,NC_027365.1,"NC_001806.2_Human_alphaherpesvirus_1_Human_herpesvirus_1_strain_17,_complete_genome",16598,16630,30,58076,119
66,NC_027365.1,"NC_002512.2_Murid_betaherpesvirus_2_Rat_cytomegalovirus_Maastricht,_complete_genome",49563,49615,42,58076,251
67,NC_027365.1,"NC_002512.2_Murid_betaherpesvirus_2_Rat_cytomegalovirus_Maastricht,_complete_genome",6730,6802,54,58076,251
68,NC_027365.1,"NC_002512.2_Murid_betaherpesvirus_2_Rat_cytomegalovirus_Maastricht,_complete_genome",54640,54685,38,58076,251
69,NC_027365.1,"NC_002512.2_Murid_betaherpesvirus_2_Rat_cytomegalovirus_Maastricht,_complete_genome",41030,41096,51,58076,251
70,NC_027365.1,"NC_002512.2_Murid_betaherpesvirus_2_Rat_cytomegalovirus_Maastricht,_complete_genome",8406,8446,36,58076,251
71,NC_027365.1,"NC_002512.2_Murid_betaherpesvirus_2_Rat_cytomegalovirus_Maastricht,_complete_genome",41333,41366,30,58076,251
72,NC_027365.1,"NC_002794.1_Tupaiid_betaherpesvirus_1_Tupaiid_herpesvirus_1,_complete_genome",17311,17376,55,58076,491
73,NC_027365.1,"NC_002794.1_Tupaiid_betaherpesvirus_1_Tupaiid_herpesvirus_1,_complete_genome",37303,37388,67,58076,491
74,NC_027365.1,"NC_002794.1_Tupaiid_betaherpesvirus_1_Tupaiid_herpesvirus_1,_complete_genome",49568,49598,28,58076,491
75,NC_027365.1,"NC_002794.1_Tupaiid_betaherpesvirus_1_Tupaiid_herpesvirus_1,_complete_genome",13688,13733,38,58076,491
76,NC_027365.1,"NC_002794.1_Tupaiid_betaherpesvirus_1_Tupaiid_herpesvirus_1,_complete_genome",52193,52230,32,58076,491
77,NC_027365.1,"NC_002794.1_Tupaiid_betaherpesvirus_1_Tupaiid_herpesvirus_1,_complete_genome",54639,54712,54,58076,491
78,NC_027365.1,"NC_002794.1_Tupaiid_betaherpesvirus_1_Tupaiid_herpesvirus_1,_complete_genome",34267,34313,38,58076,491
79,NC_027365.1,"NC_002794.1_Tupaiid_betaherpesvirus_1_Tupaiid_herpesvirus_1,_complete_genome",13862,13919,46,58076,491
80,NC_027365.1,"NC_002794.1_Tupaiid_betaherpesvirus_1_Tupaiid_herpesvirus_1,_complete_genome",7515,7555,35,58076,491
81,NC_027365.1,"NC_002794.1_Tupaiid_betaherpesvirus_1_Tupaiid_herpesvirus_1,_complete_genome",16859,16889,29,58076,491
82,NC_027365.1,"NC_002794.1_Tupaiid_betaherpesvirus_1_Tupaiid_herpesvirus_1,_complete_genome",5402,5445,36,58076,491
83,NC_027365.1,"NC_002794.1_Tupaiid_betaherpesvirus_1_Tupaiid_herpesvirus_1,_complete_genome",54105,54141,33,58076,491
84,NC_027365.1,"NC_003521.1_Panine_betaherpesvirus_2_Panine_herpesvirus_2_strain_Heberling,_complete_genome",49553,49606,43,58076,121
85,NC_027365.1,"NC_003521.1_Panine_betaherpesvirus_2_Panine_herpesvirus_2_strain_Heberling,_complete_genome",24879,24939,48,58076,121
86,NC_027365.1,"NC_003521.1_Panine_betaherpesvirus_2_Panine_herpesvirus_2_strain_Heberling,_complete_genome",30587,30620,30,58076,121
87,NC_027365.1,"NC_004812.1_Macacine_alphaherpesvirus_1_Macacine_herpesvirus_1,_complete_genome",16761,16869,83,58076,229
88,NC_027365.1,"NC_004812.1_Macacine_alphaherpesvirus_1_Macacine_herpesvirus_1,_complete_genome",52917,52960,36,58076,229
89,NC_027365.1,"NC_004812.1_Macacine_alphaherpesvirus_1_Macacine_herpesvirus_1,_complete_genome",55457,55502,38,58076,229
90,NC_027365.1,"NC_004812.1_Macacine_alphaherpesvirus_1_Macacine_herpesvirus_1,_complete_genome",259,296,32,58076,229
91,NC_027365.1,"NC_004812.1_Macacine_alphaherpesvirus_1_Macacine_herpesvirus_1,_complete_genome",501,547,40,58076,229
92,NC_027365.1,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",43309,43420,82,58076,361
93,NC_027365.1,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",37324,37399,66,58076,361
94,NC_027365.1,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",24881,24960,64,58076,361
95,NC_027365.1,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",4339,4378,34,58076,361
96,NC_027365.1,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",56973,57037,49,58076,361
97,NC_027365.1,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",49570,49614,36,58076,361
98,NC_027365.1,"NC_005261.3_Bovine_alphaherpesvirus_5_Bovine_herpesvirus_5_strain_SV507/99,_complete_genome",54668,54700,30,58076,361
99,NC_027365.1,"NC_005264.1_Psittacid_alphaherpesvirus_1_Psittacid_herpesvirus_1,_complete_genome",7882,7919,33,58076,33
100,NC_027365.1,"NC_006560.1_Cercopithecine_alphaherpesvirus_2_Cercopithecine_herpesvirus_2,_complete_genome",23232,23256,25,58076,217
101,NC_027365.1,"NC_006560.1_Cercopithecine_alphaherpesvirus_2_Cercopithecine_herpesvirus_2,_complete_genome",52769,52804,31,58076,217
102,NC_027365.1,"NC_006560.1_Cercopithecine_alphaherpesvirus_2_Cercopithecine_herpesvirus_2,_complete_genome",52928,52960,29,58076,217
103,NC_027365.1,"NC_006560.1_Cercopithecine_alphaherpesvirus_2_Cercopithecine_herpesvirus_2,_complete_genome",13964,13998,33,58076,217
104,NC_027365.1,"NC_006560.1_Cercopithecine_alphaherpesvirus_2_Cercopithecine_herpesvirus_2,_complete_genome",50116,50155,33,58076,217
105,NC_027365.1,"NC_006560.1_Cercopithecine_alphaherpesvirus_2_Cercopithecine_herpesvirus_2,_complete_genome",25290,25378,66,58076,217
106,NC_027365.1,"NC_007653.1_Papiine_alphaherpesvirus_2_Papiine_herpesvirus_2,_complete_genome",27562,27589,26,58076,214
107,NC_027365.1,"NC_007653.1_Papiine_alphaherpesvirus_2_Papiine_herpesvirus_2,_complete_genome",52928,52960,29,58076,214
108,NC_027365.1,"NC_007653.1_Papiine_alphaherpesvirus_2_Papiine_herpesvirus_2,_complete_genome",44811,44848,32,58076,214
109,NC_027365.1,"NC_007653.1_Papiine_alphaherpesvirus_2_Papiine_herpesvirus_2,_complete_genome",13964,13998,33,58076,214
110,NC_027365.1,"NC_007653.1_Papiine_alphaherpesvirus_2_Papiine_herpesvirus_2,_complete_genome",508,556,41,58076,214
111,NC_027365.1,"NC_007653.1_Papiine_alphaherpesvirus_2_Papiine_herpesvirus_2,_complete_genome",41059,41126,53,58076,214
112,NC_030884.1,"NC_009127.1_Cyprinid_herpesvirus_3_Cyprinid_herpesvirus_3,_complete_genome",28499,28535,32,32995,47
113,NC_027365.1,"NC_009127.1_Cyprinid_herpesvirus_3_Cyprinid_herpesvirus_3,_complete_genome",40833,40894,47,58076,47
114,NC_030884.1,"NC_009127.1_Cyprinid_herpesvirus_3_Cyprinid_herpesvirus_3,_complete_genome",28499,28535,32,32995,32
115,NC_027365.1,"NC_009127.1_Cyprinid_herpesvirus_3_Cyprinid_herpesvirus_3,_complete_genome",40833,40894,47,58076,32
116,NC_027365.1,"NC_014567.1_Saimiriine_alphaherpesvirus_1_Saimiriine_herpesvirus_1,_complete_genome",14955,14994,35,58076,35
117,NC_027365.1,"NC_020231.1_Caviid_betaherpesvirus_2_Caviid_herpesvirus_2_strain_21222,_complete_genome",49568,49604,31,58076,31
118,NC_027365.1,"NC_024771.1_Equid_alphaherpesvirus_3_Equid_herpesvirus_3_strain_AR/2007/C3A,_complete_genome",44814,44855,36,58076,36
119,NC_030884.1,"NC_029132.1_Macropodid_alphaherpesvirus_1_Macropodid_herpesvirus_1_isolate_MaHV1.3076/08,_complete_genome",7368,7391,23,32995,84
120,NC_027365.1,"NC_029132.1_Macropodid_alphaherpesvirus_1_Macropodid_herpesvirus_1_isolate_MaHV1.3076/08,_complete_genome",43316,43433,84,58076,84
121,NC_030884.1,"NC_029132.1_Macropodid_alphaherpesvirus_1_Macropodid_herpesvirus_1_isolate_MaHV1.3076/08,_complete_genome",7368,7391,23,32995,23
122,NC_027365.1,"NC_029132.1_Macropodid_alphaherpesvirus_1_Macropodid_herpesvirus_1_isolate_MaHV1.3076/08,_complete_genome",43316,43433,84,58076,23
123,NC_027365.1,"NC_034446.1_Ateline_alphaherpesvirus_1_Ateline_alphaherpesvirus_1_isolate_Lennette,_complete_genome",57935,57969,30,58076,55
124,NC_027365.1,"NC_034446.1_Ateline_alphaherpesvirus_1_Ateline_alphaherpesvirus_1_isolate_Lennette,_complete_genome",5016,5042,25,58076,55
125,NC_027365.1,"NC_043054.1_Bubaline_alphaherpesvirus_1_Bubaline_alphaherpesvirus_1_strain_b6,_complete_genome",4337,4378,36,58076,280
126,NC_027365.1,"NC_043054.1_Bubaline_alphaherpesvirus_1_Bubaline_alphaherpesvirus_1_strain_b6,_complete_genome",54626,54700,55,58076,280
127,NC_027365.1,"NC_043054.1_Bubaline_alphaherpesvirus_1_Bubaline_alphaherpesvirus_1_strain_b6,_complete_genome",24881,24960,65,58076,280
128,NC_027365.1,"NC_043054.1_Bubaline_alphaherpesvirus_1_Bubaline_alphaherpesvirus_1_strain_b6,_complete_genome",9325,9369,36,58076,280
129,NC_027365.1,"NC_043054.1_Bubaline_alphaherpesvirus_1_Bubaline_alphaherpesvirus_1_strain_b6,_complete_genome",56973,57037,49,58076,280
130,NC_027365.1,"NC_043054.1_Bubaline_alphaherpesvirus_1_Bubaline_alphaherpesvirus_1_strain_b6,_complete_genome",7032,7079,39,58076,280
131,NC_030884.1,"HQ840738.1_Gallid_alphaherpesvirus_3_Gallid_herpesvirus_3_strain_SB-1,_complete_genome",24555,24590,32,32995,32
132,NC_030884.1,"MH509440.2_Phocid_alphaherpesvirus_1_Phocid_alphaherpesvirus_1,_partial_genome",17956,17999,39,32995,107
133,NC_030884.1,"MH509440.2_Phocid_alphaherpesvirus_1_Phocid_alphaherpesvirus_1,_partial_genome",23723,23762,33,32995,107
134,NC_030884.1,"MH509440.2_Phocid_alphaherpesvirus_1_Phocid_alphaherpesvirus_1,_partial_genome",26791,26834,35,32995,107
135,NC_030884.1,"MK064565.1_Japarudivirus_SBRV1_Sulfolobales_Beppu_rod-shaped_virus_1_clone_D,_complete_genome",8187,9907,1223,32995,10330
136,NC_030884.1,"MK064565.1_Japarudivirus_SBRV1_Sulfolobales_Beppu_rod-shaped_virus_1_clone_D,_complete_genome",12331,13316,727,32995,10330
137,NC_030884.1,"MK064565.1_Japarudivirus_SBRV1_Sulfolobales_Beppu_rod-shaped_virus_1_clone_D,_complete_genome",14368,16802,1671,32995,10330
138,NC_030884.1,"MK064565.1_Japarudivirus_SBRV1_Sulfolobales_Beppu_rod-shaped_virus_1_clone_D,_complete_genome",26508,27562,755,32995,10330
139,NC_030884.1,"MK064565.1_Japarudivirus_SBRV1_Sulfolobales_Beppu_rod-shaped_virus_1_clone_D,_complete_genome",18026,19199,824,32995,10330
140,NC_030884.1,"MK064565.1_Japarudivirus_SBRV1_Sulfolobales_Beppu_rod-shaped_virus_1_clone_D,_complete_genome",19731,20662,646,32995,10330
141,NC_030884.1,"MK064565.1_Japarudivirus_SBRV1_Sulfolobales_Beppu_rod-shaped_virus_1_clone_D,_complete_genome",11550,12035,367,32995,10330
142,NC_030884.1,"MK064565.1_Japarudivirus_SBRV1_Sulfolobales_Beppu_rod-shaped_virus_1_clone_D,_complete_genome",21228,21846,452,32995,10330
143,NC_030884.1,"MK064565.1_Japarudivirus_SBRV1_Sulfolobales_Beppu_rod-shaped_virus_1_clone_D,_complete_genome",24469,24941,349,32995,10330
144,NC_030884.1,"MK064565.1_Japarudivirus_SBRV1_Sulfolobales_Beppu_rod-shaped_virus_1_clone_D,_complete_genome",25451,25776,243,32995,10330
145,NC_030884.1,"MK064565.1_Japarudivirus_SBRV1_Sulfolobales_Beppu_rod-shaped_virus_1_clone_D,_complete_genome",10613,10924,224,32995,10330
146,NC_030884.1,"MK064565.1_Japarudivirus_SBRV1_Sulfolobales_Beppu_rod-shaped_virus_1_clone_D,_complete_genome",20841,21056,162,32995,10330
147,NC_030884.1,"MK064565.1_Japarudivirus_SBRV1_Sulfolobales_Beppu_rod-shaped_virus_1_clone_D,_complete_genome",25903,26171,197,32995,10330
148,NC_030884.1,"MK064565.1_Japarudivirus_SBRV1_Sulfolobales_Beppu_rod-shaped_virus_1_clone_D,_complete_genome",10377,10552,130,32995,10330
149,NC_030884.1,"MK064565.1_Japarudivirus_SBRV1_Sulfolobales_Beppu_rod-shaped_virus_1_clone_D,_complete_genome",13730,14269,358,32995,10330
150,NC_030884.1,"MK064565.1_Japarudivirus_SBRV1_Sulfolobales_Beppu_rod-shaped_virus_1_clone_D,_complete_genome",4804,5170,252,32995,10330
151,NC_030884.1,"MK064565.1_Japarudivirus_SBRV1_Sulfolobales_Beppu_rod-shaped_virus_1_clone_D,_complete_genome",6099,6425,232,32995,10330
152,NC_030884.1,"MK064565.1_Japarudivirus_SBRV1_Sulfolobales_Beppu_rod-shaped_virus_1_clone_D,_complete_genome",2906,2997,78,32995,10330
153,NC_030884.1,"MK064565.1_Japarudivirus_SBRV1_Sulfolobales_Beppu_rod-shaped_virus_1_clone_D,_complete_genome",5771,5859,69,32995,10330
154,NC_030884.1,"MK064565.1_Japarudivirus_SBRV1_Sulfolobales_Beppu_rod-shaped_virus_1_clone_D,_complete_genome",31548,31876,219,32995,10330
155,NC_030884.1,"MK064565.1_Japarudivirus_SBRV1_Sulfolobales_Beppu_rod-shaped_virus_1_clone_D,_complete_genome",1120,1345,155,32995,10330
156,NC_030884.1,"MK064565.1_Japarudivirus_SBRV1_Sulfolobales_Beppu_rod-shaped_virus_1_clone_D,_complete_genome",17510,17598,65,32995,10330
157,NC_030884.1,"MK064565.1_Japarudivirus_SBRV1_Sulfolobales_Beppu_rod-shaped_virus_1_clone_D,_complete_genome",3540,3616,60,32995,10330
158,NC_030884.1,"MK064565.1_Japarudivirus_SBRV1_Sulfolobales_Beppu_rod-shaped_virus_1_clone_D,_complete_genome",5464,5652,128,32995,10330
159,NC_030884.1,"MK064565.1_Japarudivirus_SBRV1_Sulfolobales_Beppu_rod-shaped_virus_1_clone_D,_complete_genome",6888,6920,30,32995,10330
160,NC_030884.1,"MK064565.1_Japarudivirus_SBRV1_Sulfolobales_Beppu_rod-shaped_virus_1_clone_D,_complete_genome",7141,7210,52,32995,10330
161,NC_030884.1,"MK064565.1_Japarudivirus_SBRV1_Sulfolobales_Beppu_rod-shaped_virus_1_clone_D,_complete_genome",32540,32829,207,32995,10330
162,NC_030884.1,"MK064565.1_Japarudivirus_SBRV1_Sulfolobales_Beppu_rod-shaped_virus_1_clone_D,_complete_genome",167,456,207,32995,10330
163,NC_030884.1,"MK064565.1_Japarudivirus_SBRV1_Sulfolobales_Beppu_rod-shaped_virus_1_clone_D,_complete_genome",12247,12280,30,32995,10330
164,NC_030884.1,"MK064565.1_Japarudivirus_SBRV1_Sulfolobales_Beppu_rod-shaped_virus_1_clone_D,_complete_genome",10952,11033,61,32995,10330
165,NC_030884.1,"MK064565.1_Japarudivirus_SBRV1_Sulfolobales_Beppu_rod-shaped_virus_1_clone_D,_complete_genome",25814,25843,27,32995,10330
166,NC_030884.1,"MK064565.1_Japarudivirus_SBRV1_Sulfolobales_Beppu_rod-shaped_virus_1_clone_D,_complete_genome",29570,29660,69,32995,10330
167,NC_030884.1,"MK064565.1_Japarudivirus_SBRV1_Sulfolobales_Beppu_rod-shaped_virus_1_clone_D,_complete_genome",28909,28988,61,32995,10330
168,NC_030884.1,"MN876841.1_Hoswirudivirus_SSRV1_Saccharolobus_solfataricus_rod-shaped_virus_1_isolate_149,_complete_genome",8341,9247,652,32995,6323
169,NC_030884.1,"MN876841.1_Hoswirudivirus_SSRV1_Saccharolobus_solfataricus_rod-shaped_virus_1_isolate_149,_complete_genome",12667,13331,472,32995,6323
170,NC_030884.1,"MN876841.1_Hoswirudivirus_SSRV1_Saccharolobus_solfataricus_rod-shaped_virus_1_isolate_149,_complete_genome",18014,18819,550,32995,6323
171,NC_030884.1,"MN876841.1_Hoswirudivirus_SSRV1_Saccharolobus_solfataricus_rod-shaped_virus_1_isolate_149,_complete_genome",11580,12026,321,32995,6323
172,NC_030884.1,"MN876841.1_Hoswirudivirus_SSRV1_Saccharolobus_solfataricus_rod-shaped_virus_1_isolate_149,_complete_genome",25903,27451,1016,32995,6323
173,NC_030884.1,"MN876841.1_Hoswirudivirus_SSRV1_Saccharolobus_solfataricus_rod-shaped_virus_1_isolate_149,_complete_genome",20045,20671,437,32995,6323
174,NC_030884.1,"MN876841.1_Hoswirudivirus_SSRV1_Saccharolobus_solfataricus_rod-shaped_virus_1_isolate_149,_complete_genome",21308,21781,332,32995,6323
175,NC_030884.1,"MN876841.1_Hoswirudivirus_SSRV1_Saccharolobus_solfataricus_rod-shaped_virus_1_isolate_149,_complete_genome",16330,16603,202,32995,6323
